review_text,sentiment,review_length,word_count,rating,helpfulness_score,verified_purchase,date
Virgin Wireless rocks and so does this cheap little phone!,1,58,10,5,76.82297611037403,1,2023-01-24 06:00:00
"None of it works, just don't buy it.",0,36,8,2,56.89863817673259,0,2023-01-24 07:00:00
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,102,18,4,56.3931411207525,1,2023-01-24 08:00:00
Please dont waste your money.,0,29,5,3,50.93402248653534,1,2023-01-24 09:00:00
"All in all, I'm quite satisfied with this purchase.",1,51,9,4,69.55000476127655,1,2023-01-24 10:00:00
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,83,15,4,61.05579031171283,1,2023-01-24 11:00:00
Yet Plantronincs continues to use the same flawed charger design.,0,65,10,4,75.93074749518911,1,2023-01-24 12:00:00
Disapointing Results.,0,21,2,3,64.19629720074671,0,2023-01-24 13:00:00
Cumbersome design.,0,18,2,2,79.04580283744166,0,2023-01-24 14:00:00
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,99,19,4,55.565765471093634,0,2023-01-24 15:00:00
Great Product.,1,14,2,5,76.05869503866832,1,2023-01-24 16:00:00
It's A PIECE OF CRAP!,0,21,5,2,73.29790558375225,0,2023-01-24 17:00:00
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,145,24,4,73.12765533932156,1,2023-01-24 18:00:00
This fixes all the problems.,1,28,5,4,75.34349684350663,1,2023-01-24 19:00:00
Worst ever.,0,11,2,4,72.83071972828996,1,2023-01-24 20:00:00
I am very happy,1,15,4,4,68.78660964894246,1,2023-01-24 21:00:00
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,101,15,5,53.93734633047163,0,2023-01-24 22:00:00
"I can barely ever hear on it and am constantly saying ""what?""",0,61,12,2,50.975785384737556,1,2023-01-24 23:00:00
The battery life is highly unacceptable.,0,40,6,2,77.6254354344706,1,2023-01-25 00:00:00
That company is a joke.,0,23,5,3,68.49950943562214,0,2023-01-25 01:00:00
It does everything the description said it would.,1,49,8,4,73.89611872928529,0,2023-01-25 02:00:00
Due to this happening on every call I was forced to stop using this headset.,0,76,15,3,64.4456705453765,1,2023-01-25 03:00:00
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,98,19,4,53.51924566887183,1,2023-01-25 04:00:00
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,144,28,4,53.755573766076516,1,2023-01-25 05:00:00
"Voice Quality, Signal Strength, Dropped Calls.",0,46,6,4,70.56695861686914,1,2023-01-25 06:00:00
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,137,26,4,62.90917684698388,1,2023-01-25 07:00:00
Better than expected.,1,21,3,4,56.0157418010101,1,2023-01-25 08:00:00
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,132,23,2,64.74783640224311,1,2023-01-25 09:00:00
Battery is holding up well.,1,27,5,5,51.92626811225402,1,2023-01-25 10:00:00
Also difficult to put on.I'd recommend avoiding this product.,0,61,9,2,67.45914205743196,1,2023-01-25 11:00:00
"I only used it two days, and it wasn't always easy to hear with.",0,64,14,4,58.06980213305293,1,2023-01-25 12:00:00
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,117,24,3,73.92677301911564,1,2023-01-25 13:00:00
Sprint - terrible customer service.,0,35,5,4,59.31085876770722,1,2023-01-25 14:00:00
Linked to my phone without effort.,1,34,6,5,63.656604472454035,1,2023-01-25 15:00:00
THey are so cool!,1,17,4,5,50.34861619724302,1,2023-01-25 16:00:00
Easy to use.,1,12,3,5,52.17340663383676,1,2023-01-25 17:00:00
Better Than New.,1,16,3,4,61.77480669220054,1,2023-01-25 18:00:00
"What possesed me to get this junk, I have no idea...",0,52,11,2,64.3981650415137,1,2023-01-25 19:00:00
Piece of trash.,0,15,3,4,68.0006164435791,0,2023-01-25 20:00:00
A pretty good product.,1,22,4,4,58.7498773612791,1,2023-01-25 21:00:00
This is a great phone!.,1,23,5,5,70.84945658379627,0,2023-01-25 22:00:00
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,84,15,4,75.80367191567613,1,2023-01-25 23:00:00
Their Research and Development division obviously knows what they're doing.,1,75,10,4,73.3955296668005,1,2023-01-26 00:00:00
"The real killer is the volume, and of course it breaking.",0,57,11,4,51.18856476045072,1,2023-01-26 01:00:00
Those phones are working just fine now.,1,39,7,4,64.41520841773487,1,2023-01-26 02:00:00
I am more than happy with this product.,1,39,8,5,53.147905352545244,1,2023-01-26 03:00:00
Poor Construction.,0,18,2,2,57.26135047587582,1,2023-01-26 04:00:00
This is infuriating.,0,20,3,2,79.59987779801439,1,2023-01-26 05:00:00
"Overall, I would recommend this phone over the new Walkman.",1,59,10,5,54.2748662870454,1,2023-01-26 06:00:00
Sprint charges for this service.,0,32,5,3,64.96664460354069,0,2023-01-26 07:00:00
"It is cheap, and it feel and look just as cheap.",0,48,11,4,68.54467202954358,0,2023-01-26 08:00:00
It fits my ear well and is comfortable on.,1,42,9,5,71.07394911632312,1,2023-01-26 09:00:00
It doesn't work in Europe or Asia.,0,34,7,4,66.78946050460742,1,2023-01-26 10:00:00
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,87,14,5,50.29312542257551,0,2023-01-26 11:00:00
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,134,27,4,59.79383924731975,0,2023-01-26 12:00:00
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,113,23,5,65.53134930154134,0,2023-01-26 13:00:00
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,99,16,4,52.635994974345,1,2023-01-26 14:00:00
the charger worked for about a week and then completely stopped charging my phone.,0,82,14,2,60.51880793627542,1,2023-01-26 15:00:00
Poor product.,0,13,2,4,50.996093263740995,1,2023-01-26 16:00:00
However I needed some better instructions.,0,42,6,4,52.35735491465062,0,2023-01-26 17:00:00
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0,124,20,3,61.90769828604788,1,2023-01-26 18:00:00
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1,109,21,5,53.98147262129181,0,2023-01-26 19:00:00
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,103,18,2,67.02622544784674,0,2023-01-26 20:00:00
DO NOT BUY DO NOT BUYIT SUCKS,0,29,7,3,70.68394907411798,1,2023-01-26 21:00:00
This is a great product..... sure beats using your fingers!.,1,60,10,5,74.0176009732725,0,2023-01-26 22:00:00
"Plus, I seriously do not believe it is worth its steep price point.",0,67,13,2,56.0045073273443,0,2023-01-26 23:00:00
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,116,24,4,55.024477467772094,0,2023-01-27 00:00:00
Very Dissapointing Performance.,0,31,3,3,53.13703521003201,0,2023-01-27 01:00:00
Don't make the same mistake that I did and please don't buy this phone.,0,71,14,4,69.0929074863091,0,2023-01-27 02:00:00
This phone might well be the worst I've ever had in any brand.,0,62,13,3,71.19427179460703,1,2023-01-27 03:00:00
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,104,20,2,50.94758434476926,1,2023-01-27 04:00:00
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1,85,14,5,78.0863673873107,1,2023-01-27 05:00:00
Don't bother - go to the store.,0,31,7,2,51.55913850954417,1,2023-01-27 06:00:00
"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,110,22,5,66.23889005903212,0,2023-01-27 07:00:00
I did not have any problem with this item and would order it again if needed.,1,77,16,5,71.27181558352748,1,2023-01-27 08:00:00
You get what you pay for I guess.,0,33,8,3,76.12907371238256,1,2023-01-27 09:00:00
"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,137,26,5,71.42260796397284,0,2023-01-27 10:00:00
im surprised this is a good quality car charger and there's not much reviews about it.,1,86,16,4,74.05184249209375,1,2023-01-27 11:00:00
These are fabulous!,1,19,3,4,60.18350577628418,0,2023-01-27 12:00:00
"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,126,21,2,74.44475341239537,1,2023-01-27 13:00:00
I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1,126,23,5,52.40344539154025,1,2023-01-27 14:00:00
Disappointing accessory from a good manufacturer.,0,49,6,4,76.84449968181583,1,2023-01-27 15:00:00
"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,104,19,2,66.42777128461209,1,2023-01-27 16:00:00
Very wind-resistant.,1,20,2,4,74.51893309887481,1,2023-01-27 17:00:00
"Obviously they have a terrible customer service, so you get what you pay for.",0,77,14,3,63.569548535549,1,2023-01-27 18:00:00
"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,135,25,4,69.30733085589574,0,2023-01-27 19:00:00
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,142,27,4,65.7920798280834,0,2023-01-27 20:00:00
Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,84,16,4,71.94768565265996,1,2023-01-27 21:00:00
Phone is sturdy as all nokia bar phones are.,1,44,9,4,52.44889946091769,1,2023-01-27 22:00:00
Great phone.,1,12,2,4,51.81056251971691,1,2023-01-27 23:00:00
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,110,25,3,57.41309702030439,1,2023-01-28 00:00:00
I'm pleased.,1,12,2,5,54.78634040339565,1,2023-01-28 01:00:00
Battery is terrible.,0,20,3,4,76.15350699776604,1,2023-01-28 02:00:00
I found the product to be easy to set up and use.,1,49,12,4,56.57641962074133,1,2023-01-28 03:00:00
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,80,16,3,79.27595767457393,1,2023-01-28 04:00:00
Utter crap.. Sound quality is TERRIBLE.,0,39,6,4,60.10687375313321,1,2023-01-28 05:00:00
"The charger arrived within the promised timeframe, but it did not work.",0,71,12,4,55.46353747066098,1,2023-01-28 06:00:00
"No ear loop needed, it's tiny and the sound is great.",1,53,11,5,73.69095521427437,0,2023-01-28 07:00:00
"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,112,23,3,69.76123326502628,1,2023-01-28 08:00:00
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,144,25,5,64.94587149359417,0,2023-01-28 09:00:00
Talk about USELESS customer service.,0,36,5,4,66.66090652812893,0,2023-01-28 10:00:00
"It felt too light and ""tinny."".",0,31,6,3,71.57605334816792,0,2023-01-28 11:00:00
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,89,20,4,56.853642239938964,1,2023-01-28 12:00:00
I'm happy about this purchase- good quality and low price.,1,58,10,4,79.89001748170226,1,2023-01-28 13:00:00
I love the look and feel of Samsung flipphones.,1,47,9,4,79.2437948644035,0,2023-01-28 14:00:00
Its well-designed and very sharp -- the blue is a very nice color.,1,66,13,5,69.50977059040811,1,2023-01-28 15:00:00
Does everything it should and more.,1,35,6,5,55.98627352787435,1,2023-01-28 16:00:00
I could not recommend these more.,0,33,6,3,70.40684727293873,1,2023-01-28 17:00:00
Nice Sound.,1,11,2,4,52.165952269375275,0,2023-01-28 18:00:00
"Looks good in the picture, but this case was a huge disappointment!!",0,68,12,4,50.91957506617418,1,2023-01-28 19:00:00
Much less than the jawbone I was going to replace it with.,1,58,12,4,57.730486655336406,1,2023-01-28 20:00:00
Setup went very smoothly.,1,25,4,5,63.87868870217949,0,2023-01-28 21:00:00
its extremely slow and takes forever to do anything with it.,0,60,11,2,76.04817516225141,0,2023-01-28 22:00:00
"A must study for anyone interested in the ""worst sins"" of industrial design.",0,76,13,4,71.81507209298924,1,2023-01-28 23:00:00
The first thing that happened was that the tracking was off.,0,60,11,2,72.28119563599944,1,2023-01-29 00:00:00
"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,80,16,5,62.764800033442256,1,2023-01-29 01:00:00
Then I had to continue pairing it periodically since it somehow kept dropping.,0,78,13,2,60.378049776408886,1,2023-01-29 02:00:00
Can't upload ringtones from a third party.,0,42,7,4,61.13116288953808,1,2023-01-29 03:00:00
"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,126,23,2,79.62948691208173,1,2023-01-29 04:00:00
Truly awful.,0,12,2,2,51.20327574237447,0,2023-01-29 05:00:00
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,91,17,4,76.01094488367346,1,2023-01-29 06:00:00
The volume for the ringer is REAL good (you have choices how loud).,1,67,13,5,67.3602622571718,1,2023-01-29 07:00:00
And none of the tones is acceptable.,0,36,7,2,63.158462575687714,1,2023-01-29 08:00:00
camera color balance is AWFUL.,0,30,5,3,71.7577298124541,1,2023-01-29 09:00:00
"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,135,27,3,64.60006824274109,1,2023-01-29 10:00:00
I love the ringtones because they are so upbeat!,1,48,9,4,76.20269714244982,0,2023-01-29 11:00:00
Chinese Forgeries Abound!.,0,26,3,2,77.02105592033776,1,2023-01-29 12:00:00
Easy to pair with my Samsung Cell.,1,34,7,4,62.65162780620366,0,2023-01-29 13:00:00
The instructions didn't explain that a microphone jack could be used.,0,69,11,4,58.304833917051546,1,2023-01-29 14:00:00
i would advise to not purchase this item it never worked very well.,0,67,13,2,67.77050985780087,0,2023-01-29 15:00:00
Too bad you have to pay up to $$$ a month for the service!,0,58,14,3,77.37090036850073,0,2023-01-29 16:00:00
Works well.,1,11,2,4,56.319865670169996,1,2023-01-29 17:00:00
The nokia CA-42 USB cable did not work with my phone.,0,53,11,4,68.68899750690449,0,2023-01-29 18:00:00
Clear crisp sound.,1,18,3,4,68.94680660277561,1,2023-01-29 19:00:00
"I have to use the smallest earpieces provided, but it stays on pretty well.",1,75,14,5,71.99339067245843,1,2023-01-29 20:00:00
"The biggest complaint I have is, the battery drains superfast.",0,62,10,4,53.9470305538178,0,2023-01-29 21:00:00
The design might be ergonomic in theory but I could not stand having these in my ear.,0,85,17,2,71.47474894046266,0,2023-01-29 22:00:00
Do NOT buy if you want to use the holster.,0,42,10,3,77.27097561996924,1,2023-01-29 23:00:00
The phone can also take great pictures and even video clips.,1,60,11,5,55.390493266107256,1,2023-01-30 00:00:00
It doesn't make you look cool.,0,30,6,2,57.12629974771633,1,2023-01-30 01:00:00
"Because both ears are occupied, background is not distracting at all.",1,69,11,4,79.14185282124919,1,2023-01-30 02:00:00
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,115,24,5,55.429308581284694,1,2023-01-30 03:00:00
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,107,17,4,75.63155280108737,1,2023-01-30 04:00:00
You can't beat the price on these.,1,34,7,5,64.76833569344105,1,2023-01-30 05:00:00
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,114,22,4,57.41693223209531,1,2023-01-30 06:00:00
lightweight and works well.,1,27,4,4,76.12249703817534,0,2023-01-30 07:00:00
So just beware.,0,15,3,3,63.359157650079965,1,2023-01-30 08:00:00
I love this cable - it allows me to connect any mini-USB device to my PC.,1,73,16,5,65.4445206178907,1,2023-01-30 09:00:00
So anyone near you will hear part of your conversation.,0,55,10,4,60.77700108199297,1,2023-01-30 10:00:00
This is cool because most cases are just open there allowing the screen to get all scratched up.,1,96,18,5,67.78852554304783,1,2023-01-30 11:00:00
I bought this phone as a replacement for my StarTac and have regretted it since.,0,80,15,2,54.90571617755069,1,2023-01-30 12:00:00
Appears to actually outperform the original battery from China that came with my V325i.,1,87,14,5,61.73244609955282,1,2023-01-30 13:00:00
Can't store anything but phone numbers to SIM.,0,46,8,3,79.08236967005863,1,2023-01-30 14:00:00
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,115,23,3,57.74400298103383,1,2023-01-30 15:00:00
Poor quality.,0,13,2,2,69.70209993623877,1,2023-01-30 16:00:00
"jabra ear gels ""R"" the best!.",1,29,6,5,59.75570192674085,1,2023-01-30 17:00:00
Not worth it.,0,13,3,3,73.20419377059802,1,2023-01-30 18:00:00
The phone crashed completely and now I have to get it replaced.,0,63,12,3,53.92620982155049,1,2023-01-30 19:00:00
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,136,26,5,79.09463135235634,1,2023-01-30 20:00:00
"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,142,21,2,63.61368624150918,1,2023-01-30 21:00:00
It was a great phone.,1,21,5,4,57.081513900393915,1,2023-01-30 22:00:00
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,99,19,4,52.20490241990038,0,2023-01-30 23:00:00
"Good value, works fine - power via USB, car, or wall outlet.",1,60,12,5,55.09273715262622,1,2023-01-31 00:00:00
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,101,20,5,65.59321845668053,0,2023-01-31 01:00:00
This is simply the BEST bluetooth headset for sound quality!,1,60,10,4,60.11009529293859,1,2023-01-31 02:00:00
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,84,18,2,74.86650097647828,1,2023-01-31 03:00:00
"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,87,20,4,62.92662570985418,0,2023-01-31 04:00:00
I have always used corded headsets and the freedom from the wireless is very helpful.,1,85,15,4,57.461428177628896,0,2023-01-31 05:00:00
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,95,19,4,68.5143495981209,1,2023-01-31 06:00:00
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,111,24,4,71.20331650656337,1,2023-01-31 07:00:00
It has everything I need and I couldn't ask for more.,1,53,11,4,55.011257237028495,1,2023-01-31 08:00:00
After receiving and using the product for just 2 days it broke.,0,63,12,3,55.02857648864953,0,2023-01-31 09:00:00
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,114,22,5,51.10014280800629,1,2023-01-31 10:00:00
None of the three sizes they sent with the headset would stay in my ears.,0,73,15,2,72.09206045196922,1,2023-01-31 11:00:00
T-Mobile has the best customer service anywhere.,1,48,7,5,69.91413582865415,1,2023-01-31 12:00:00
Arrived quickly and much less expensive than others being sold.,1,63,10,5,64.23892627249441,1,2023-01-31 13:00:00
We have tried 2 units and they both failed within 2 months.. Pros,0,65,13,4,75.32511346907592,1,2023-01-31 14:00:00
"Provides good protection and looks classy, too.",1,47,7,4,74.1701045885016,0,2023-01-31 15:00:00
Krussel Always good.,1,20,3,5,67.56063093190257,1,2023-01-31 16:00:00
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,71,11,4,76.04813841539776,1,2023-01-31 17:00:00
The design is very good.4.,1,26,5,5,56.17523630110305,1,2023-01-31 18:00:00
I great reception all the time.,1,31,6,5,53.357588581931836,0,2023-01-31 19:00:00
I would highly recommend this product.,1,38,6,5,58.092488345509686,1,2023-01-31 20:00:00
"Couldn't use the unit with sunglasses, not good in Texas!",0,57,10,3,51.712605682679445,0,2023-01-31 21:00:00
It dit not work most of the time with my Nokia 5320.,0,52,12,4,65.93508584003096,1,2023-01-31 22:00:00
"Bought mainly for the charger, which broke soon after purchasing.",0,65,10,2,78.09817076884885,1,2023-01-31 23:00:00
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,90,17,2,51.180306220055286,1,2023-02-01 00:00:00
Fantastic buy and will get again for whatever my next phone is,1,62,12,5,53.66329742030081,0,2023-02-01 01:00:00
"stay away from this store, be careful.",0,38,7,2,63.565970848503056,0,2023-02-01 02:00:00
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,60,8,5,78.01625052583715,1,2023-02-01 03:00:00
Does not fit.,0,13,3,2,59.48468314930251,0,2023-02-01 04:00:00
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,126,22,5,65.21704426065178,0,2023-02-01 05:00:00
"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,115,20,5,51.24718577151177,1,2023-02-01 06:00:00
disappointing.,0,14,1,2,54.45029602886267,1,2023-02-01 07:00:00
Blue Ant is easy to use.,1,24,6,5,79.5989036887654,0,2023-02-01 08:00:00
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,81,15,4,78.95356089308137,1,2023-02-01 09:00:00
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,108,21,3,50.148199428032285,0,2023-02-01 10:00:00
Then a few days later the a puff of smoke came out of the phone while in use.,0,77,18,4,78.55435356269717,1,2023-02-01 11:00:00
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,93,19,4,69.17359813446501,1,2023-02-01 12:00:00
The nano stated it.My son was dissapointed.,0,43,7,3,76.03754883560066,1,2023-02-01 13:00:00
The sound quality is excellent as well.,1,39,7,5,63.64219566901578,1,2023-02-01 14:00:00
Its the best headset I have used.,1,33,7,5,65.46788085737751,1,2023-02-01 15:00:00
Would not reccommend.,0,21,3,2,64.6653974077076,1,2023-02-01 16:00:00
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,121,21,4,70.00592772638313,0,2023-02-01 17:00:00
Just what I wanted.,1,19,4,4,54.18953764268939,1,2023-02-01 18:00:00
This particular model would not work with my Motorola Q smartphone.,0,67,11,3,50.89920769618034,1,2023-02-01 19:00:00
wont work right or atleast for me.,0,34,7,2,59.23789824773573,1,2023-02-01 20:00:00
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,82,15,4,71.1404228820994,1,2023-02-01 21:00:00
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,141,23,4,56.05560356368845,1,2023-02-01 22:00:00
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,99,20,2,70.20297299974752,0,2023-02-01 23:00:00
Great product.,1,14,2,4,79.09736138321811,1,2023-02-02 00:00:00
Crisp and Clear.,1,16,3,5,52.81702147368255,1,2023-02-02 01:00:00
AFter the first charge kept going dead after 12 minutes.,0,56,10,3,70.17806354675379,1,2023-02-02 02:00:00
"VERY cheap plastic, creaks like an old wooden floor.",0,52,9,2,63.312506579137136,1,2023-02-02 03:00:00
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,105,18,2,76.04426763132517,1,2023-02-02 04:00:00
The reception has been generally good.,1,38,6,5,55.314493683421574,1,2023-02-02 05:00:00
"Excellent sound, battery life and inconspicuous to boot!.",1,57,8,4,70.77877856678494,0,2023-02-02 06:00:00
Great bluetooth!.,1,17,2,5,75.1434586894433,0,2023-02-02 07:00:00
I highly recommend this case.,1,29,5,5,78.3384265842207,0,2023-02-02 08:00:00
WORTHWHILE.,1,11,1,4,70.49744084868938,1,2023-02-02 09:00:00
This is a great deal.,1,21,5,5,64.91524292025282,0,2023-02-02 10:00:00
"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,98,20,2,68.53541720603641,1,2023-02-02 11:00:00
I am sorry I made this purchase.,0,32,7,2,76.06714953436155,1,2023-02-02 12:00:00
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,111,20,2,67.11829239916489,1,2023-02-02 13:00:00
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,118,21,3,50.911611790905106,1,2023-02-02 14:00:00
It was horrible!.,0,17,3,3,77.92846086520933,0,2023-02-02 15:00:00
I don't think it would hold it too securly on your belt.,0,56,12,4,70.68580253094683,1,2023-02-02 16:00:00
This allows the possibility of double booking for the same date and time after the first.,0,89,16,2,70.29540157331739,1,2023-02-02 17:00:00
They work about 2 weeks then break.,0,35,7,2,56.47025457193151,1,2023-02-02 18:00:00
It is simple to use and I like it.,1,34,9,5,69.76656410697971,1,2023-02-02 19:00:00
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,147,21,4,61.81593216962476,1,2023-02-02 20:00:00
I can't use this case because the smell is disgusting.,0,54,10,3,69.53698931124477,1,2023-02-02 21:00:00
NOT WHAT I WANTED.,0,18,4,2,53.19779090923972,1,2023-02-02 22:00:00
I own 2 of these cases and would order another.,1,47,10,5,69.73535913809108,1,2023-02-02 23:00:00
Great Phone.,1,12,2,4,79.98241177311999,1,2023-02-03 00:00:00
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,84,16,4,51.44636116581668,0,2023-02-03 01:00:00
"The internet access was fine, it the rare instance that it worked.",0,66,12,3,79.31522552663952,1,2023-02-03 02:00:00
Perfect for the PS3.,1,20,4,4,62.20723882168612,0,2023-02-03 03:00:00
"Five star Plus, plus.",1,21,4,4,76.12260351011777,1,2023-02-03 04:00:00
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,141,27,5,73.4715645217482,1,2023-02-03 05:00:00
$50 Down the drain.,0,19,4,4,67.01048782960004,0,2023-02-03 06:00:00
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,102,20,4,72.1534762775398,1,2023-02-03 07:00:00
"Good , works fine.",1,18,4,5,76.35546683904043,1,2023-02-03 08:00:00
For the price this was a great deal.,1,36,8,5,62.12420964953099,1,2023-02-03 09:00:00
"Great price, too!",1,17,3,5,59.81099484689716,1,2023-02-03 10:00:00
"If there is a wind, it is completely useless.",0,45,9,3,70.02780156690754,1,2023-02-03 11:00:00
Yes it's shiny on front side - and I love it!,1,45,11,5,74.23537825823776,0,2023-02-03 12:00:00
Does Not Work.,0,14,3,4,72.86855404329847,1,2023-02-03 13:00:00
"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,99,21,4,73.93440946575903,0,2023-02-03 14:00:00
The reception through this headset is excellent.,1,48,7,5,63.06749944438799,1,2023-02-03 15:00:00
2 thumbs up to this seller,1,26,6,4,74.53502648525065,0,2023-02-03 16:00:00
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,115,22,5,53.60627166111826,1,2023-02-03 17:00:00
Improper description.... I had to return it.,0,44,7,2,66.33467293882549,1,2023-02-03 18:00:00
#1 It Works - #2 It is Comfortable.,1,35,8,5,50.172759814943646,0,2023-02-03 19:00:00
Battery charge-life is quite long.,1,34,5,5,59.73757489700811,1,2023-02-03 20:00:00
The Jabra EarGels fit my ears very well.,1,40,8,5,60.99384604614194,1,2023-02-03 21:00:00
Battery has no life.,0,20,4,2,61.88518074827766,1,2023-02-03 22:00:00
I checked everywhere and there is no feature for it which is really disappointing.,0,82,14,2,70.86401620069586,1,2023-02-03 23:00:00
Product is exactly as described.,1,32,5,5,61.65674303811037,1,2023-02-04 00:00:00
Gets a signal when other Verizon phones won't.,1,46,8,5,63.46080867867592,1,2023-02-04 01:00:00
Doesn't do the job.,0,19,4,4,57.12632392622982,0,2023-02-04 02:00:00
I would recommend it.,1,21,4,5,61.1975537488802,0,2023-02-04 03:00:00
Plan on ordering from them again and again.,1,43,8,4,56.81808881789455,1,2023-02-04 04:00:00
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,115,23,4,52.19587771305331,1,2023-02-04 05:00:00
I have been very satisfied with this cell phone from day one.,1,61,12,5,68.10345780144134,1,2023-02-04 06:00:00
They keep getting better and better (this is my third one and I've had numerous Palms too).,1,91,17,5,70.04638395665049,1,2023-02-04 07:00:00
